close,high,low,open,volume,baseVolume,datetime
8459.10000000,8528.02000000,8458.62000000,8507.80000000,1943.89090300,1061.74963800,2020-01-24 16:00:00
8472.41000000,8485.00000000,8445.14000000,8459.10000000,1194.24509900,562.97115400,2020-01-24 17:00:00
8485.75000000,8503.72000000,8469.70000000,8472.85000000,1035.12180800,562.47730500,2020-01-24 18:00:00
8498.76000000,8524.00000000,8477.25000000,8485.54000000,1291.50583400,706.85198600,2020-01-24 19:00:00
8486.63000000,8519.75000000,8462.10000000,8498.50000000,1192.62183600,613.00415800,2020-01-24 20:00:00
8509.36000000,8516.67000000,8475.68000000,8486.63000000,821.09738300,442.25553500,2020-01-24 21:00:00
8466.99000000,8515.00000000,8428.51000000,8508.84000000,1644.48325600,734.18909600,2020-01-24 22:00:00
8439.00000000,8474.48000000,8413.36000000,8465.35000000,997.22323200,424.87141700,2020-01-24 23:00:00
8309.50000000,8451.26000000,8305.00000000,8438.99000000,2787.63992200,1123.07870700,2020-01-25 00:00:00
8286.29000000,8332.96000000,8254.90000000,8309.51000000,2228.65609200,942.09834800,2020-01-25 01:00:00
8325.17000000,8330.00000000,8286.27000000,8286.27000000,1051.64758600,562.35294700,2020-01-25 02:00:00
8297.62000000,8349.00000000,8284.35000000,8325.56000000,1090.50585500,514.89576000,2020-01-25 03:00:00
8318.38000000,8328.82000000,8282.25000000,8298.08000000,759.95183900,410.65367200,2020-01-25 04:00:00
8330.01000000,8336.73000000,8287.26000000,8318.25000000,785.60241100,403.93134100,2020-01-25 05:00:00
8329.99000000,8357.89000000,8318.51000000,8330.00000000,1043.20453400,621.80758400,2020-01-25 06:00:00
8316.20000000,8345.73000000,8307.97000000,8330.00000000,828.28454200,434.16940200,2020-01-25 07:00:00
8362.46000000,8382.97000000,8306.65000000,8316.72000000,1227.89523900,722.91987100,2020-01-25 08:00:00
8348.65000000,8370.61000000,8332.00000000,8362.46000000,947.00282300,514.11546700,2020-01-25 09:00:00
8329.93000000,8367.28000000,8311.00000000,8348.65000000,964.66764900,393.32587400,2020-01-25 10:00:00
8316.44000000,8342.62000000,8312.00000000,8329.79000000,1145.04103600,624.60046000,2020-01-25 11:00:00
8292.31000000,8339.42000000,8286.87000000,8316.44000000,938.45675900,453.37561700,2020-01-25 12:00:00
8324.26000000,8358.94000000,8288.58000000,8291.11000000,1332.90610400,700.01881000,2020-01-25 13:00:00
8316.70000000,8353.50000000,8315.82000000,8324.26000000,1019.00715300,596.61794400,2020-01-25 14:00:00
8335.14000000,8339.54000000,8309.00000000,8317.50000000,719.45465600,374.88070100,2020-01-25 15:00:00
8349.65000000,8358.01000000,8328.09000000,8334.60000000,766.96887000,399.52686400,2020-01-25 16:00:00
8339.84000000,8362.75000000,8330.00000000,8350.00000000,592.35960200,316.91635500,2020-01-25 17:00:00
8341.03000000,8345.00000000,8325.00000000,8337.38000000,483.22263000,251.07134100,2020-01-25 18:00:00
8362.91000000,8375.00000000,8339.13000000,8340.90000000,800.65644400,543.39876900,2020-01-25 19:00:00
8368.25000000,8374.10000000,8349.71000000,8362.25000000,567.06529900,287.04002300,2020-01-25 20:00:00
8391.00000000,8420.00000000,8367.91000000,8368.98000000,1381.80817800,824.76849800,2020-01-25 21:00:00
8359.79000000,8420.00000000,8346.04000000,8391.00000000,1260.92311400,655.25168900,2020-01-25 22:00:00
8340.58000000,8386.80000000,8340.00000000,8359.47000000,798.22959500,405.93674200,2020-01-25 23:00:00
8325.95000000,8341.78000000,8293.66000000,8340.01000000,1412.91907600,613.84273700,2020-01-26 00:00:00
8343.88000000,8353.07000000,8319.61000000,8326.49000000,671.32698400,376.68633100,2020-01-26 01:00:00
8324.69000000,8345.84000000,8321.10000000,8343.90000000,443.96022600,180.60352100,2020-01-26 02:00:00
8368.82000000,8386.80000000,8322.74000000,8324.77000000,788.81656700,411.58105900,2020-01-26 03:00:00
8367.17000000,8374.03000000,8350.00000000,8368.21000000,582.17120100,360.59867600,2020-01-26 04:00:00
8377.28000000,8395.00000000,8364.89000000,8367.11000000,811.58370100,468.76015900,2020-01-26 05:00:00
8354.68000000,8394.77000000,8343.20000000,8378.21000000,934.42159600,441.98543500,2020-01-26 06:00:00
8385.17000000,8389.72000000,8343.32000000,8356.24000000,707.79928300,334.60137600,2020-01-26 07:00:00
8417.97000000,8477.77000000,8382.48000000,8384.85000000,3058.49891200,1772.64625300,2020-01-26 08:00:00
8419.97000000,8444.30000000,8392.96000000,8417.20000000,1296.77005000,611.33038600,2020-01-26 09:00:00
8446.55000000,8463.69000000,8411.11000000,8419.97000000,1261.67906000,642.34521700,2020-01-26 10:00:00
8479.15000000,8482.80000000,8431.38000000,8446.54000000,1338.39245700,709.57148800,2020-01-26 11:00:00
8457.27000000,8488.00000000,8436.00000000,8479.15000000,1086.30246600,592.40567000,2020-01-26 12:00:00
8454.21000000,8478.00000000,8443.00000000,8457.24000000,1102.74781800,501.84059300,2020-01-26 13:00:00
8454.48000000,8474.00000000,8440.00000000,8455.10000000,898.09115100,389.37333200,2020-01-26 14:00:00
8459.67000000,8477.01000000,8450.00000000,8454.48000000,892.54363200,465.96590300,2020-01-26 15:00:00
8503.00000000,8511.16000000,8454.01000000,8459.66000000,1633.65311800,818.68724300,2020-01-26 16:00:00
8578.86000000,8595.59000000,8489.52000000,8503.36000000,4174.17673800,2094.49949000,2020-01-26 17:00:00
8580.03000000,8618.00000000,8561.02000000,8578.85000000,2125.28741700,1146.94496500,2020-01-26 18:00:00
8569.10000000,8587.67000000,8544.01000000,8578.69000000,1537.69264500,816.67050000,2020-01-26 19:00:00
8568.23000000,8605.00000000,8560.83000000,8566.99000000,954.44511200,491.80916800,2020-01-26 20:00:00
8600.84000000,8610.00000000,8568.41000000,8569.83000000,874.30542700,424.85041800,2020-01-26 21:00:00
8577.67000000,8610.00000000,8550.55000000,8600.88000000,1350.39914000,483.61626000,2020-01-26 22:00:00
8615.00000000,8618.13000000,8565.92000000,8576.54000000,1192.50138700,646.69508700,2020-01-26 23:00:00
8667.29000000,8704.00000000,8614.39000000,8614.39000000,4131.05662400,2277.55812700,2020-01-27 00:00:00
8661.40000000,8689.69000000,8651.69000000,8666.84000000,1618.80033700,816.65094100,2020-01-27 01:00:00
8655.49000000,8668.66000000,8632.45000000,8661.42000000,1244.73706100,664.89581700,2020-01-27 02:00:00
8670.10000000,8680.00000000,8639.20000000,8656.14000000,1107.42311500,553.64502700,2020-01-27 03:00:00
8647.64000000,8686.86000000,8633.34000000,8670.11000000,1402.80455600,567.37324300,2020-01-27 04:00:00
8653.30000000,8661.99000000,8630.84000000,8647.59000000,981.49220200,574.78704900,2020-01-27 05:00:00
8665.67000000,8669.65000000,8639.85000000,8653.36000000,772.20684400,404.83685000,2020-01-27 06:00:00
8658.01000000,8675.00000000,8650.62000000,8666.55000000,793.90047800,440.69512900,2020-01-27 07:00:00
8609.86000000,8660.16000000,8535.00000000,8658.01000000,2648.55396500,1197.29774100,2020-01-27 08:00:00
8641.99000000,8649.99000000,8593.99000000,8609.24000000,2348.21222400,1243.68112200,2020-01-27 09:00:00
8634.13000000,8672.77000000,8624.20000000,8642.24000000,1694.67166600,865.86043000,2020-01-27 10:00:00
8735.67000000,8750.00000000,8629.00000000,8634.13000000,3141.52632500,1802.05869000,2020-01-27 11:00:00
8746.46000000,8763.84000000,8700.41000000,8735.67000000,3713.51108500,1992.35395400,2020-01-27 12:00:00
8739.60000000,8785.00000000,8730.00000000,8746.13000000,2612.71756600,1250.03559400,2020-01-27 13:00:00
8756.47000000,8759.42000000,8717.10000000,8739.60000000,1588.07378700,858.04535400,2020-01-27 14:00:00
8779.67000000,8796.95000000,8753.65000000,8756.44000000,2362.05019000,1302.73390900,2020-01-27 15:00:00
8791.50000000,8814.08000000,8749.20000000,8779.68000000,2882.28961600,1484.01271900,2020-01-27 16:00:00
8767.06000000,8810.00000000,8760.01000000,8791.50000000,2061.23051200,943.77847300,2020-01-27 17:00:00
8883.05000000,8888.00000000,8763.00000000,8767.29000000,2365.97603700,1407.91905400,2020-01-27 18:00:00
8932.12000000,8988.00000000,8860.54000000,8884.51000000,6413.12082800,3552.07537800,2020-01-27 19:00:00
8986.71000000,8987.00000000,8920.00000000,8932.11000000,1757.64542200,978.86435500,2020-01-27 20:00:00
8964.85000000,9000.00000000,8932.00000000,8986.44000000,2782.34170100,1672.54148900,2020-01-27 21:00:00
8902.45000000,8970.00000000,8890.96000000,8964.73000000,1875.37913700,919.75591500,2020-01-27 22:00:00
8907.57000000,8954.40000000,8890.10000000,8903.99000000,1673.82171800,820.87016100,2020-01-27 23:00:00
9069.31000000,9093.80000000,8907.56000000,8907.57000000,3854.60376200,2165.93420500,2020-01-28 00:00:00
9132.96000000,9166.00000000,9069.24000000,9069.29000000,5138.75210600,2726.35548800,2020-01-28 01:00:00
9119.79000000,9149.80000000,9101.17000000,9132.96000000,1748.11650400,897.91389700,2020-01-28 02:00:00
9111.95000000,9122.00000000,9073.91000000,9119.74000000,1579.80373700,812.02109700,2020-01-28 03:00:00
9054.95000000,9136.76000000,9043.04000000,9111.59000000,2005.84446300,961.33350300,2020-01-28 04:00:00
9059.10000000,9078.57000000,8930.67000000,9054.96000000,4394.87960500,2157.13390500,2020-01-28 05:00:00
9016.30000000,9078.03000000,8990.00000000,9058.12000000,1950.29802300,922.87577300,2020-01-28 06:00:00
9039.92000000,9060.41000000,9004.50000000,9016.28000000,1509.53611800,627.74170500,2020-01-28 07:00:00
8988.50000000,9041.59000000,8962.35000000,9039.68000000,2582.69341800,1321.31182600,2020-01-28 08:00:00
8975.17000000,9015.00000000,8967.97000000,8988.57000000,1474.76662700,657.01809900,2020-01-28 09:00:00
9019.17000000,9039.22000000,8942.00000000,8975.17000000,2772.72662200,1639.56339800,2020-01-28 10:00:00
9082.13000000,9117.47000000,9014.00000000,9019.17000000,3730.64345300,1851.13516300,2020-01-28 11:00:00
9049.11000000,9091.60000000,9015.00000000,9081.34000000,2356.25295200,1086.27718100,2020-01-28 12:00:00
9086.36000000,9100.00000000,9033.00000000,9049.12000000,2783.43976500,1397.29175600,2020-01-28 13:00:00
9033.93000000,9188.00000000,9020.00000000,9086.45000000,7065.65528900,3771.05237500,2020-01-28 14:00:00
9024.58000000,9066.06000000,8958.00000000,9035.43000000,5201.82868600,2288.71149200,2020-01-28 15:00:00
8969.18000000,9045.88000000,8967.83000000,9025.47000000,3242.66022600,1767.18798600,2020-01-28 16:00:00
8983.03000000,8999.78000000,8862.40000000,8967.85000000,4573.78470700,2551.30649500,2020-01-28 17:00:00
8998.63000000,9040.00000000,8965.38000000,8983.05000000,1945.96639400,887.32688400,2020-01-28 18:00:00
9010.86000000,9039.84000000,8976.46000000,8998.69000000,1245.25564100,684.25939400,2020-01-28 19:00:00
9061.50000000,9090.00000000,9007.74000000,9010.23000000,2295.90905200,1264.23218500,2020-01-28 20:00:00
9050.64000000,9120.00000000,9038.69000000,9061.50000000,1744.62292200,1016.92585100,2020-01-28 21:00:00
9133.00000000,9163.50000000,9045.29000000,9050.19000000,1641.75882800,944.61440000,2020-01-28 22:00:00
9374.21000000,9400.00000000,9115.55000000,9133.00000000,7745.05486500,4452.83918800,2020-01-28 23:00:00
9331.15000000,9420.82000000,9316.00000000,9375.34000000,4543.98002200,2135.38519700,2020-01-29 00:00:00
9344.24000000,9385.00000000,9326.03000000,9331.33000000,2173.83632400,1039.78076900,2020-01-29 01:00:00
9323.11000000,9362.28000000,9261.32000000,9344.24000000,2106.24668400,1061.76856700,2020-01-29 02:00:00
9343.50000000,9362.53000000,9308.01000000,9324.05000000,1463.31151000,737.66945600,2020-01-29 03:00:00
9333.79000000,9379.93000000,9314.00000000,9343.75000000,1473.55202000,669.40021600,2020-01-29 04:00:00
9355.07000000,9362.61000000,9326.13000000,9333.49000000,1360.60564200,645.84574100,2020-01-29 05:00:00
9332.74000000,9393.04000000,9330.00000000,9354.95000000,2432.32942000,1258.54311200,2020-01-29 06:00:00
9365.00000000,9370.07000000,9317.08000000,9333.09000000,2114.97218500,1038.42199300,2020-01-29 07:00:00
9387.11000000,9387.99000000,9341.78000000,9365.00000000,1514.89504900,794.18484600,2020-01-29 08:00:00
9332.48000000,9387.52000000,9319.20000000,9387.52000000,2397.36019100,1080.13398600,2020-01-29 09:00:00
9407.93000000,9434.94000000,9257.58000000,9332.48000000,4339.58768800,2442.38354800,2020-01-29 10:00:00
9303.15000000,9416.71000000,9216.00000000,9405.35000000,5254.60805400,2170.46351200,2020-01-29 11:00:00
9280.06000000,9316.80000000,9250.05000000,9303.16000000,1764.63407300,908.00169100,2020-01-29 12:00:00
9324.07000000,9351.50000000,9265.00000000,9279.77000000,2799.87053800,1529.98602800,2020-01-29 13:00:00
9329.08000000,9345.42000000,9290.00000000,9324.07000000,1391.08547400,797.23184000,2020-01-29 14:00:00
9285.01000000,9329.48000000,9279.35000000,9329.48000000,1421.68957600,691.74870000,2020-01-29 15:00:00
9361.20000000,9366.00000000,9265.00000000,9285.00000000,2201.44067000,1182.32582000,2020-01-29 16:00:00
9343.81000000,9375.00000000,9335.01000000,9361.21000000,1799.46672000,863.02931500,2020-01-29 17:00:00
9372.32000000,9382.36000000,9341.91000000,9343.81000000,1311.06106300,595.35869500,2020-01-29 18:00:00
9393.98000000,9415.00000000,9322.26000000,9372.31000000,2619.73090800,1455.79977300,2020-01-29 19:00:00
9386.46000000,9414.44000000,9351.73000000,9393.73000000,1560.83288000,800.53343500,2020-01-29 20:00:00
9377.99000000,9449.24000000,9330.00000000,9386.30000000,3137.63642800,1439.61687200,2020-01-29 21:00:00
9341.99000000,9386.81000000,9309.75000000,9377.99000000,1301.00653700,659.71388400,2020-01-29 22:00:00
9301.53000000,9363.00000000,9288.75000000,9342.00000000,1380.32546600,618.32433300,2020-01-29 23:00:00
9278.29000000,9333.97000000,9204.44000000,9301.57000000,3751.82160000,1522.15828800,2020-01-30 00:00:00
9296.36000000,9298.28000000,9252.81000000,9278.29000000,1332.61884700,682.91114000,2020-01-30 01:00:00
9252.00000000,9296.26000000,9252.00000000,9296.26000000,907.15545100,417.28964600,2020-01-30 02:00:00
9280.30000000,9292.00000000,9247.82000000,9252.01000000,987.33544800,541.49722600,2020-01-30 03:00:00
9329.50000000,9360.00000000,9277.23000000,9281.63000000,1577.28635200,884.00813000,2020-01-30 04:00:00
9318.00000000,9353.36000000,9316.35000000,9329.51000000,1373.28774000,789.81244000,2020-01-30 05:00:00
9325.32000000,9350.00000000,9305.00000000,9318.00000000,1163.20264000,519.45604800,2020-01-30 06:00:00
9391.02000000,9399.00000000,9326.16000000,9327.29000000,2281.46464100,1282.21346400,2020-01-30 07:00:00
9374.02000000,9408.36000000,9356.00000000,9391.55000000,2223.28680900,1174.32331700,2020-01-30 08:00:00
9364.49000000,9391.65000000,9320.01000000,9374.03000000,2117.54006800,1136.18450600,2020-01-30 09:00:00
9334.27000000,9376.98000000,9327.00000000,9364.49000000,1258.90123000,573.83913100,2020-01-30 10:00:00
9338.21000000,9361.21000000,9315.00000000,9335.13000000,1570.94868200,889.66583300,2020-01-30 11:00:00
9375.58000000,9395.00000000,9332.29000000,9338.21000000,2135.60978600,1124.05336800,2020-01-30 12:00:00
9386.97000000,9401.00000000,9351.73000000,9375.33000000,2031.34579700,1069.87669700,2020-01-30 13:00:00
9349.82000000,9412.35000000,9306.00000000,9388.50000000,2996.47246700,1354.81272500,2020-01-30 14:00:00
9386.88000000,9391.80000000,9335.00000000,9349.82000000,2364.85118800,1161.87835000,2020-01-30 15:00:00
9370.93000000,9477.06000000,9220.00000000,9385.41000000,9060.33366000,4377.17686800,2020-01-30 16:00:00
9468.50000000,9523.40000000,9370.17000000,9370.93000000,7574.31412900,4105.35556300,2020-01-30 17:00:00
9499.28000000,9530.00000000,9458.02000000,9468.50000000,2951.60702400,1502.22221500,2020-01-30 18:00:00
9506.82000000,9526.14000000,9460.00000000,9499.31000000,3210.19010700,1685.17365000,2020-01-30 19:00:00
9575.38000000,9578.00000000,9486.57000000,9506.32000000,3124.69104700,1724.82301700,2020-01-30 20:00:00
9566.05000000,9578.00000000,9520.20000000,9575.22000000,1592.82516300,758.59264200,2020-01-30 21:00:00
9563.69000000,9572.00000000,9531.01000000,9565.99000000,930.31172900,480.56810200,2020-01-30 22:00:00
9513.21000000,9577.56000000,9466.66000000,9563.69000000,2109.34265400,1094.66308400,2020-01-30 23:00:00
9473.87000000,9530.22000000,9472.86000000,9511.52000000,1168.79320500,575.02304000,2020-01-31 00:00:00
9478.47000000,9499.71000000,9440.12000000,9473.67000000,1239.48974600,593.78731400,2020-01-31 01:00:00
9444.35000000,9479.06000000,9390.07000000,9478.48000000,2150.65642800,975.03249000,2020-01-31 02:00:00
9444.00000000,9474.94000000,9431.29000000,9444.34000000,1218.21182900,537.89284100,2020-01-31 03:00:00
9416.12000000,9448.68000000,9400.00000000,9444.69000000,1783.37348100,836.49027400,2020-01-31 04:00:00
9345.53000000,9432.14000000,9330.00000000,9416.51000000,2263.55928800,929.18262100,2020-01-31 05:00:00
9379.32000000,9393.17000000,9320.00000000,9345.53000000,2488.72318600,1164.77974900,2020-01-31 06:00:00
9374.56000000,9382.39000000,9329.34000000,9379.00000000,1540.45824500,895.98325200,2020-01-31 07:00:00
9378.30000000,9409.51000000,9338.00000000,9375.50000000,1716.90894400,884.77811500,2020-01-31 08:00:00
9359.61000000,9414.94000000,9357.04000000,9378.30000000,1970.24062000,964.48996100,2020-01-31 09:00:00
9344.57000000,9384.91000000,9270.40000000,9361.61000000,3302.17632900,1490.05929600,2020-01-31 10:00:00
9328.41000000,9347.75000000,9304.00000000,9343.83000000,2625.39679500,1318.18264100,2020-01-31 11:00:00
9282.33000000,9332.23000000,9247.10000000,9328.39000000,4009.90291700,1818.18315900,2020-01-31 12:00:00
9271.85000000,9295.60000000,9210.01000000,9283.19000000,3282.66447900,1638.80837300,2020-01-31 13:00:00
9263.18000000,9300.00000000,9237.90000000,9271.50000000,1991.66511200,943.94994400,2020-01-31 14:00:00
9339.19000000,9345.82000000,9261.66000000,9264.04000000,1908.83546200,1023.01427000,2020-01-31 15:00:00
9287.80000000,9367.50000000,9256.24000000,9339.19000000,2961.66151900,1540.74581900,2020-01-31 16:00:00
9282.50000000,9316.44000000,9270.00000000,9288.84000000,1340.18670900,687.90010100,2020-01-31 17:00:00
9318.67000000,9320.00000000,9276.29000000,9282.63000000,882.72770300,490.35187800,2020-01-31 18:00:00
9302.67000000,9320.00000000,9294.33000000,9318.96000000,745.83908400,420.83824800,2020-01-31 19:00:00
9321.00000000,9339.97000000,9300.59000000,9303.72000000,984.10960700,568.22906900,2020-01-31 20:00:00
9366.24000000,9373.85000000,9315.34000000,9321.00000000,1267.86896600,765.32653000,2020-01-31 21:00:00
9402.42000000,9430.00000000,9342.77000000,9366.24000000,1578.74486900,887.91369900,2020-01-31 22:00:00
9352.89000000,9419.96000000,9327.24000000,9401.63000000,1129.82782900,531.52821500,2020-01-31 23:00:00
9383.07000000,9394.08000000,9341.17000000,9351.71000000,848.81719700,465.17274000,2020-02-01 00:00:00
9429.86000000,9435.00000000,9377.80000000,9383.35000000,1090.14920100,602.43353000,2020-02-01 01:00:00
9441.88000000,9464.53000000,9403.27000000,9428.55000000,1581.55035600,893.51689700,2020-02-01 02:00:00
9432.33000000,9457.14000000,9390.01000000,9441.42000000,1104.47562400,543.98239500,2020-02-01 03:00:00
9401.42000000,9449.94000000,9400.00000000,9431.75000000,910.52137400,505.92452400,2020-02-01 04:00:00
9381.12000000,9414.37000000,9377.77000000,9402.20000000,924.55992800,419.10194200,2020-02-01 05:00:00
9398.01000000,9409.64000000,9378.85000000,9381.13000000,806.70461800,480.48787400,2020-02-01 06:00:00
9423.01000000,9454.77000000,9396.96000000,9397.54000000,1488.56477700,883.02963700,2020-02-01 07:00:00
9384.62000000,9425.76000000,9380.00000000,9423.02000000,1281.66071300,510.59267400,2020-02-01 08:00:00
9387.87000000,9398.71000000,9355.00000000,9385.10000000,1475.34143400,641.73829400,2020-02-01 09:00:00
9379.55000000,9407.00000000,9358.00000000,9387.44000000,1078.15745400,602.57465200,2020-02-01 10:00:00
9354.66000000,9385.82000000,9321.41000000,9379.55000000,1468.00113200,696.87319700,2020-02-01 11:00:00
9312.06000000,9367.64000000,9281.00000000,9354.65000000,1585.11522300,725.68048900,2020-02-01 12:00:00
9345.35000000,9372.00000000,9303.72000000,9311.64000000,1543.52678600,811.76794800,2020-02-01 13:00:00
9350.08000000,9359.40000000,9305.00000000,9345.19000000,1495.09341700,732.73380800,2020-02-01 14:00:00
9333.91000000,9375.00000000,9330.27000000,9350.00000000,1301.34711400,607.79640300,2020-02-01 15:00:00
9405.80000000,9407.52000000,9327.00000000,9333.73000000,1637.40867000,840.23227300,2020-02-01 16:00:00
9381.48000000,9420.98000000,9380.94000000,9405.86000000,1675.64006800,926.73673400,2020-02-01 17:00:00
9390.30000000,9403.00000000,9356.01000000,9381.51000000,1123.99540100,619.22223200,2020-02-01 18:00:00
9367.09000000,9392.25000000,9351.43000000,9390.55000000,760.06648500,389.90187800,2020-02-01 19:00:00
9381.43000000,9392.05000000,9353.01000000,9367.76000000,934.92248000,479.48875800,2020-02-01 20:00:00
9379.99000000,9381.80000000,9364.06000000,9381.43000000,568.28483600,274.97311100,2020-02-01 21:00:00
9377.87000000,9407.80000000,9350.00000000,9379.40000000,933.02967500,478.32742400,2020-02-01 22:00:00
9384.61000000,9409.99000000,9376.69000000,9379.57000000,961.13339100,546.83689100,2020-02-01 23:00:00
9328.49000000,9387.03000000,9320.00000000,9384.41000000,1283.64780700,537.38728200,2020-02-02 00:00:00
9336.43000000,9347.81000000,9307.83000000,9328.50000000,1331.23358300,523.11291700,2020-02-02 01:00:00
9267.83000000,9336.43000000,9245.75000000,9334.81000000,2678.93028100,1079.34271900,2020-02-02 02:00:00
9266.83000000,9295.06000000,9251.18000000,9267.91000000,1409.47269400,645.52028300,2020-02-02 03:00:00
9322.33000000,9332.72000000,9120.00000000,9266.79000000,5770.97452900,2358.11068800,2020-02-02 04:00:00
9311.43000000,9346.08000000,9300.00000000,9322.89000000,1768.34317200,943.40650500,2020-02-02 05:00:00
9361.09000000,9382.00000000,9289.08000000,9310.72000000,2263.41348900,1321.89345700,2020-02-02 06:00:00
9370.53000000,9385.00000000,9350.01000000,9361.40000000,1388.63346900,754.83756400,2020-02-02 07:00:00
9368.06000000,9400.00000000,9346.00000000,9370.53000000,1377.11883700,793.43250900,2020-02-02 08:00:00
9380.60000000,9385.00000000,9352.50000000,9367.16000000,1021.56653800,470.58019500,2020-02-02 09:00:00
9423.35000000,9450.00000000,9380.55000000,9380.65000000,3992.77363400,2443.24493800,2020-02-02 10:00:00
9435.54000000,9443.08000000,9410.00000000,9423.44000000,1314.31273400,644.28007900,2020-02-02 11:00:00
9421.80000000,9477.03000000,9402.04000000,9435.79000000,2859.89698600,1621.45092100,2020-02-02 12:00:00
9421.99000000,9430.56000000,9396.83000000,9423.11000000,1506.80569900,623.79817500,2020-02-02 13:00:00
9446.86000000,9458.80000000,9363.89000000,9421.84000000,2425.59117600,1339.54113600,2020-02-02 14:00:00
9446.77000000,9464.52000000,9433.68000000,9446.86000000,1650.52142200,874.20900900,2020-02-02 15:00:00
9427.75000000,9458.19000000,9417.96000000,9446.80000000,1327.29364500,716.39853400,2020-02-02 16:00:00
9430.73000000,9449.50000000,9395.46000000,9427.75000000,1873.47372000,1070.65421400,2020-02-02 17:00:00
9442.75000000,9455.00000000,9428.02000000,9430.73000000,846.33771300,432.93087800,2020-02-02 18:00:00
9438.08000000,9460.00000000,9430.18000000,9442.01000000,1357.63856200,756.88782600,2020-02-02 19:00:00
9437.55000000,9454.87000000,9419.38000000,9437.90000000,1263.19451600,552.94777200,2020-02-02 20:00:00
9441.50000000,9447.24000000,9425.00000000,9437.97000000,674.66175800,328.82949700,2020-02-02 21:00:00
9380.00000000,9442.87000000,9374.53000000,9440.62000000,1579.55164100,611.34469700,2020-02-02 22:00:00
9331.51000000,9417.39000000,9322.00000000,9380.01000000,2725.52493500,1144.26426500,2020-02-02 23:00:00
9411.09000000,9420.26000000,9288.00000000,9331.59000000,3413.80977100,1564.65305200,2020-02-03 00:00:00
9510.76000000,9618.79000000,9396.37000000,9411.09000000,5979.91505800,3609.76127400,2020-02-03 01:00:00
9376.30000000,9517.43000000,9320.00000000,9510.76000000,5192.01529800,2347.13286400,2020-02-03 02:00:00
9385.59000000,9397.14000000,9333.83000000,9377.57000000,1944.23249000,984.66393900,2020-02-03 03:00:00
9392.91000000,9405.88000000,9368.43000000,9386.24000000,962.09015400,461.08638700,2020-02-03 04:00:00
9401.80000000,9426.60000000,9387.61000000,9392.91000000,954.25192600,443.71661600,2020-02-03 05:00:00
9395.34000000,9418.00000000,9385.00000000,9401.98000000,998.57935900,424.92609300,2020-02-03 06:00:00
9368.16000000,9396.67000000,9346.09000000,9396.53000000,1541.50146300,627.54499700,2020-02-03 07:00:00
9371.22000000,9399.42000000,9351.38000000,9368.16000000,1358.66028400,635.20647700,2020-02-03 08:00:00
9344.16000000,9374.49000000,9336.07000000,9371.87000000,1762.61329600,647.43888800,2020-02-03 09:00:00
9312.93000000,9348.34000000,9308.19000000,9344.17000000,2296.13590300,915.41945200,2020-02-03 10:00:00
9351.48000000,9398.99000000,9303.20000000,9313.59000000,2237.17361900,1057.94132900,2020-02-03 11:00:00
9347.12000000,9373.97000000,9335.11000000,9352.00000000,1279.66181900,668.61257900,2020-02-03 12:00:00
9331.05000000,9350.53000000,9307.00000000,9347.12000000,2108.15170700,1137.18781600,2020-02-03 13:00:00
9353.61000000,9365.79000000,9302.01000000,9331.50000000,2466.71859600,1162.10344600,2020-02-03 14:00:00
9270.00000000,9355.13000000,9265.00000000,9355.13000000,4612.56647300,2089.71810500,2020-02-03 15:00:00
9263.67000000,9331.50000000,9255.00000000,9270.00000000,3634.49610600,1741.08419900,2020-02-03 16:00:00
9293.37000000,9304.02000000,9234.00000000,9263.14000000,2113.02138700,913.09365200,2020-02-03 17:00:00
9308.37000000,9317.03000000,9259.47000000,9293.29000000,1313.27404500,681.48571400,2020-02-03 18:00:00
9316.70000000,9318.79000000,9290.14000000,9308.32000000,786.58644400,428.76475800,2020-02-03 19:00:00
9318.04000000,9344.02000000,9297.02000000,9316.04000000,1071.26129500,550.97569200,2020-02-03 20:00:00
9287.58000000,9318.09000000,9273.55000000,9318.05000000,689.35194500,360.61525000,2020-02-03 21:00:00
9274.05000000,9303.82000000,9260.00000000,9286.47000000,621.82853800,318.05742800,2020-02-03 22:00:00
9292.24000000,9319.99000000,9251.01000000,9274.46000000,1554.23647500,1010.20768900,2020-02-03 23:00:00
9330.09000000,9350.00000000,9290.63000000,9291.35000000,1695.54400600,1152.39537000,2020-02-04 00:00:00
9275.97000000,9344.02000000,9270.00000000,9330.52000000,1038.73412800,496.76737800,2020-02-04 01:00:00
9301.56000000,9307.69000000,9276.65000000,9276.65000000,869.56111500,396.24167100,2020-02-04 02:00:00
9282.95000000,9305.00000000,9262.14000000,9301.09000000,1053.58909800,569.28314700,2020-02-04 03:00:00
9271.25000000,9315.91000000,9255.00000000,9282.96000000,1968.35666400,710.33050700,2020-02-04 04:00:00
9289.34000000,9295.94000000,9227.58000000,9270.27000000,2610.51834100,1020.12207900,2020-02-04 05:00:00
9274.77000000,9299.00000000,9250.00000000,9288.21000000,1491.88340000,766.00469000,2020-02-04 06:00:00
9278.63000000,9318.89000000,9257.00000000,9274.76000000,2442.97343700,1452.85943000,2020-02-04 07:00:00
9239.80000000,9297.16000000,9238.20000000,9278.63000000,2240.44076500,974.42712200,2020-02-04 08:00:00
9172.16000000,9327.00000000,9161.00000000,9239.92000000,4685.64254200,2302.15737200,2020-02-04 09:00:00
